abc001	1100000000	플레인 스무디	2023-02-17 14:25:42
abc001	1100000000	인절미 스무디	2023-08-10 16:30:44
abc001	1100000000	인절미 스무디	2023-08-12 00:47:02
abc001	1100000000	오레오 초코 스무디	2022-03-16 17:02:15
abc001	1100000000	오레오 초코 스무디	2023-03-28 16:52:40
abc001	1100000000	깔라만시 스무디	2022-01-11 07:47:06
abc001	1100000000	플레인 스무디	2022-07-07 04:51:13
abc001	1100000000	망고 스무디	2022-08-01 05:15:12
abc001	1100000000	요거트 스무디	2023-01-18 22:31:06
abc001	1100000000	수박 스무디	2023-08-07 16:06:58
abc001	1100000000	요거트 스무디	2022-07-16 20:53:38
abc001	1100000000	수박 스무디	2022-09-10 20:41:58
abc001	1100000000	깔라만시 스무디	2022-04-13 21:56:10
abc001	1100000000	인절미 스무디	2022-11-17 02:40:41
abc001	1100000000	딸기 스무디	2022-09-25 10:33:54
abc001	1100000000	깔라만시 스무디	2022-12-13 18:05:02
abc001	1100000000	플레인 스무디	2023-07-08 12:16:19
abc001	1100000000	깔라만시 스무디	2022-03-31 14:53:18
abc001	1100000000	망고 스무디	2022-01-06 21:00:16
abc001	1100000000	인절미 스무디	2022-01-10 15:51:47
abc001	1100000000	오레오 초코 스무디	2022-02-12 22:10:21
abc001	1100000000	딸기 스무디	2023-08-03 09:10:43
abc001	1100000000	요거트 스무디	2023-04-28 15:48:19
abc001	1100000000	깔라만시 스무디	2022-03-18 13:08:07
abc001	1100000000	플레인 스무디	2022-05-22 09:01:23
abc001	1100000000	깔라만시 스무디	2023-04-17 15:14:54
abc001	1100000000	수박 스무디	2023-03-18 06:03:09
abc001	1100000000	망고 스무디	2022-11-29 12:09:27
abc001	1100000000	수박 스무디	2022-05-08 14:16:20
abc001	1100000000	인절미 스무디	2022-12-06 12:14:20
abc001	1100000000	딸기 스무디	2022-06-11 03:33:55
abc001	1100000000	오레오 초코 스무디	2022-09-29 07:45:40
abc001	1100000000	수박 스무디	2022-07-10 06:17:01
abc001	1100000000	인절미 스무디	2022-12-14 06:55:21
abc001	1100000000	망고 스무디	2022-01-03 18:20:49
abc001	1100000000	깔라만시 스무디	2022-10-25 21:36:43
abc001	1100000000	망고 스무디	2023-06-26 22:49:56
abc001	1100000000	초코 스무디	2022-10-26 10:05:41
abc001	1100000000	딸기 스무디	2022-01-12 04:54:51
abc001	1100000000	오레오 초코 스무디	2023-01-24 02:15:36
abc001	1100000000	딸기 스무디	2022-04-21 22:47:43
abc001	1100000000	깔라만시 스무디	2023-05-04 14:08:16
abc001	1100000000	요거트 스무디	2023-01-26 14:08:57
abc001	1100000000	코코넛 스무디	2022-01-16 11:42:50
abc001	1100000000	요거트 스무디	2023-03-29 03:33:07
abc001	1100000000	인절미 스무디	2022-06-24 08:29:18
abc001	1100000000	플레인 스무디	2023-05-15 16:20:40
abc001	1100000000	요거트 스무디	2023-02-15 03:50:55
abc001	1100000000	깔라만시 스무디	2022-01-08 13:49:04
abc001	1100000000	플레인 스무디	2022-02-24 11:22:22
abc002	1100000000	코코넛 스무디	2023-03-29 21:26:17
abc002	1100000000	딸기 스무디	2023-02-07 16:11:20
abc002	1100000000	코코넛 스무디	2023-03-26 04:50:33
abc002	1100000000	초코 스무디	2023-03-21 22:47:27
abc002	1100000000	요거트 스무디	2022-05-14 05:28:53
abc002	1100000000	망고 스무디	2022-02-07 05:24:16
abc002	1100000000	망고 스무디	2023-08-02 02:41:02
abc002	1100000000	오레오 초코 스무디	2023-07-11 00:31:58
abc002	1100000000	플레인 스무디	2022-04-23 16:38:19
abc002	1100000000	망고 스무디	2022-10-28 13:12:42
abc002	1100000000	요거트 스무디	2022-02-12 17:04:32
abc002	1100000000	요거트 스무디	2022-03-15 17:16:43
abc002	1100000000	초코 스무디	2022-08-24 22:52:22
abc002	1100000000	딸기 스무디	2022-05-16 12:34:11
abc002	1100000000	깔라만시 스무디	2022-06-26 08:22:50
abc002	1100000000	코코넛 스무디	2022-08-17 03:35:38
abc002	1100000000	오레오 초코 스무디	2023-08-06 15:19:54
abc002	1100000000	코코넛 스무디	2022-01-12 21:33:41
abc002	1100000000	깔라만시 스무디	2022-08-30 23:29:17
abc002	1100000000	요거트 스무디	2022-03-13 22:06:57
abc002	1100000000	깔라만시 스무디	2022-05-03 02:47:36
abc002	1100000000	초코 스무디	2022-07-30 13:26:51
abc002	1100000000	요거트 스무디	2022-01-19 05:31:47
abc002	1100000000	초코 스무디	2022-07-20 11:52:48
abc002	1100000000	깔라만시 스무디	2022-06-22 14:29:07
abc002	1100000000	플레인 스무디	2022-09-02 12:14:44
abc002	1100000000	요거트 스무디	2022-08-29 20:07:31
abc002	1100000000	초코 스무디	2023-01-14 16:41:54
abc002	1100000000	코코넛 스무디	2022-06-23 21:27:25
abc002	1100000000	인절미 스무디	2023-07-07 08:18:07
abc002	1100000000	수박 스무디	2022-10-28 23:48:09
abc002	1100000000	딸기 스무디	2023-08-10 18:44:53
abc002	1100000000	초코 스무디	2022-10-21 04:31:05
abc002	1100000000	코코넛 스무디	2022-05-14 21:31:17
abc002	1100000000	요거트 스무디	2023-07-14 00:38:46
abc002	1100000000	망고 스무디	2022-07-17 17:10:07
abc002	1100000000	망고 스무디	2023-06-09 15:33:28
abc002	1100000000	수박 스무디	2023-04-25 17:25:04
abc002	1100000000	깔라만시 스무디	2022-05-14 03:45:31
abc002	1100000000	요거트 스무디	2022-04-21 16:12:03
abc002	1100000000	인절미 스무디	2022-11-13 13:50:16
abc002	1100000000	초코 스무디	2022-01-11 18:30:45
abc002	1100000000	플레인 스무디	2022-01-08 22:32:38
abc002	1100000000	인절미 스무디	2022-02-03 15:56:56
abc002	1100000000	플레인 스무디	2022-02-06 06:27:45
abc002	1100000000	인절미 스무디	2022-01-25 11:54:35
abc002	1100000000	수박 스무디	2023-04-04 10:15:47
abc002	1100000000	요거트 스무디	2022-01-17 20:29:49
abc002	1100000000	코코넛 스무디	2022-02-05 11:18:20
abc002	1100000000	망고 스무디	2022-10-18 21:00:57
abc003	1100000000	플레인 스무디	2023-01-28 08:17:44
abc003	1100000000	오레오 초코 스무디	2022-06-22 15:20:53
abc003	1100000000	코코넛 스무디	2022-08-24 16:28:33
abc003	1100000000	수박 스무디	2022-02-26 05:16:06
abc003	1100000000	인절미 스무디	2022-07-18 07:18:30
abc003	1100000000	딸기 스무디	2023-03-24 08:27:35
abc003	1100000000	딸기 스무디	2023-08-10 06:57:06
abc003	1100000000	딸기 스무디	2022-06-13 12:21:42
abc003	1100000000	코코넛 스무디	2022-06-08 07:44:14
