0		1
0		3
0		4
1		1
1		3
1		4
2		1
2		3
2		4
3		1
3		3
3		4
4		1
4		3
4		4
5		1
5		3
5		4
6		1
6		3
6		4
7		1
8		1
9		1
10		1
11		1
11		7
16		1
16		3
16		4
17		1
17		3
17		4
18		1
18		3
18		4
19		1
19		3
19		4
20		1
20		3
20		4
21		1
21		3
21		4
22		1
22		3
22		4
23		1
23		3
23		4
24		1
24		3
24		4
25		1
25		3
25		4
26		1
27		1
28		1
29		1
30		1
30		7
31		1
32		1
33		1
34		1
35		1
36		1
36		3
36		4
37		1
38		1
39		1
40		1
46		7
58		1
59		1
60		1
61		1
62		1
63		1
64		1
65		1
66		1
66		3
66		4
67		1
68		1
72		1
74		1
75		3
77		1
78		1
79		1
80		1
81		1
82		1
83		1
84		1
85		1
86		1
88		1
89		1
90		1
91		1
92		1
93		1
94		1
95		1
102		7
103		7
112		7
128		1
132		1
133		1
134		1
135		1
136		1
137		1
138		1
140		1
141		1
142		1
143		1
143		9
144		1
144		9
145		1
146		1
147		1
148		1
149		1
150		1
150		3
151		1
152		1
153		1
154		1
154		10
155		1
155		4
156		1
156		3
156		4
157		0
157		1
157		4
158		0
158		1
158		4
159		0
159		1
159		4
160		0
160		1
160		4
161		0
161		1
161		4
162		0
162		1
162		4
163		0
163		1
163		4
164		0
164		1
164		4
165		0
165		1
165		4
166		0
166		1
166		4
167		0
167		1
167		2
167		4
168		0
168		1
168		4
169		0
169		1
169		4
170		0
170		1
170		4
171		0
171		1
171		4
172		0
172		1
172		4
173		0
173		1
173		4
174		0
174		1
174		4
175		0
175		1
175		4
176		0
176		1
176		4
177		0
177		1
177		4
178		0
178		1
178		4
179		0
179		1
179		4
180		0
180		1
180		4
181		0
181		1
181		4
182		0
182		1
182		4
183		0
183		1
183		4
184		0
184		1
184		4
185		0
185		1
185		4
186		0
186		1
186		4
187		0
187		1
187		2
187		4
188		0
188		1
188		4
189		0
189		1
189		4
189		7
190		0
190		1
190		4
191		0
191		1
191		4
192		0
192		1
192		3
192		4
193		0
193		1
193		4
194		0
194		1
194		4
195		0
195		1
195		3
195		4
196		0
196		1
196		4
197		0
197		1
197		4
198		0
198		1
198		4
199		0
199		1
199		4
200		0
200		1
200		4
201		0
201		1
201		4
202		0
202		1
202		4
203		0
203		1
203		4
204		0
204		1
204		4
205		0
205		1
205		4
206		0
206		1
206		4
207		0
207		1
207		4
208		0
208		1
208		4
209		0
209		1
209		4
210		0
210		1
210		4
211		0
211		1
211		3
211		4
212		0
212		1
212		4
213		0
213		1
213		4
214		0
214		1
214		4
215		0
215		1
215		4
216		0
216		1
216		3
216		4
217		0
217		1
217		4
218		0
218		1
218		4
219		0
219		1
219		4
220		0
220		1
220		4
221		0
221		1
221		4
221		10
222		0
222		1
222		4
223		0
223		1
223		4
224		0
224		1
224		4
225		0
225		1
225		4
226		0
226		1
226		4
227		0
227		1
227		4
228		0
228		1
228		4
229		0
229		1
229		4
230		0
230		1
230		4
231		0
231		1
231		3
231		4
232		0
232		1
232		4
233		0
233		1
233		4
234		1
234		3
235		1
236		1
237		1
237		3
238		1
239		1
240		1
241		1
242		1
243		1
243		3
244		1
244		3
245		1
246		1
246		3
247		1
247		3
248		1
249		1
249		3
250		1
251		1
252		1
253		1
254		1
254		3
255		1
255		3
256		1
256		3
257		1
257		3
258		1
258		3
259		1
259		3
260		1
260		3
261		1
261		3
262		1
262		3
263		1
263		3
264		1
264		3
265		1
265		3
266		1
266		3
267		1
267		3
268		1
268		3
269		1
269		3
269		10
270		1
270		3
271		1
271		3
272		1
272		3
273		1
273		3
274		0
274		1
274		3
274		4
275		0
275		1
275		4
276		0
276		1
276		4
277		0
277		1
277		4
278		0
278		1
278		4
279		0
279		1
279		4
280		0
280		1
280		4
281		0
281		1
281		4
282		0
282		1
282		4
283		0
283		1
283		3
283		4
284		0
284		1
284		3
284		4
285		0
285		1
285		4
286		0
286		1
286		4
287		0
287		1
287		4
288		0
288		1
288		3
288		4
289		0
289		1
289		4
290		0
290		1
290		4
291		0
291		1
291		4
292		0
292		1
292		4
293		0
293		1
293		4
