0	개인
1	이디야커피
2	메가엠지씨커피
3	투썸플레이스
4	컴포즈커피
5	빽다방
6	더벤티
7	커피베이
8	커피에반하다
9	요거프레소
10	파스쿠찌
11	나우커피
12	할리스
13	하삼동커피
14	엔제리너스
15	봄봄테이크아웃
16	더리터
17	디저트 39
18	탐앤탐스
19	매머드익스프레스
20	감성커피
21	텐퍼센트스페셜티커피
22	달리는커피
23	카페베네
24	셀렉토커피
25	카페051
26	토프레소
27	벌크커피
28	더카페
29	아마스빈
30	커피마마
31	만랩커피
32	우주라이크
33	청자다방
34	더치앤빈
35	엑스오엑스오 핫도그앤커피
36	카페게이트
37	달.콤
38	Blu Shaak
39	하이오커피
40	핸즈커피
41	COFFEENIE
42	마시그래이
43	뉴욕쟁이디저트
44	반달커피
45	베러먼데이
46	카페띠아모
47	원유로스페셜티커피
48	디에떼에스프레소
49	날쌘카페
50	카페루앤비
51	아임일리터
52	어벤더치커피
53	알리바바
54	오늘도, 카페일리터
55	천씨씨커피
56	베러댄와플
57	크로플 각
58	커피사피엔스
59	봉명동내커피
60	에이바우트커피
61	몬스터커피
62	커스텀커피
63	청솔로9
64	터치카페
65	매머드커피
66	랭스터디카페
67	커피마마퀸
68	커피명가
69	동네커피
70	더웨이닝커피
71	카페코지
72	바빈스
73	발도스커피
74	랑데자뷰
75	카페원플러스원
76	커피나무
77	비엔나커피하우스
78	카페글렌
79	빌리엔젤
80	핑거커피
81	텀브커피
82	아틀리에빈
83	복고다방
84	커피에반하다 스마트카페
85	크레이저커피
86	꿀스커피
87	커피다스1리터
88	커피인류
89	커피왕
90	백금당
91	카페일루이스
92	카페천국
93	데니스
94	탭플레이
95	플루800
96	카페아이엠티
97	카페보스
98	아리스타
99	포트캔커피
100	CAFE CANBUS
101	모리커피
102	카페보니또
103	24시무인 셀프카페
104	고품격 커피공장
105	베스트빈
106	슈퍼커피
107	패스트카페
108	케이엠엘리갤러리카페
109	블레스롤
110	시나본
111	주커피
112	아이캔커피
113	라떼떼
114	빈스빈스
115	해머스미스커피
116	CAFE 설렘주의보
117	커피나뜨래
118	카페바움
119	커피101스트릿
120	킹프레소
121	카페동네
122	커피브라더
123	미남커피
124	아마떼
125	우지커피
126	모캄보
127	커피홀
128	디디커피
129	유동커피
130	카페라이더
131	콘레드커피
132	벤티프레소
133	카페리빈
134	손커피연구소
135	몰타
136	프롬하츠
137	에이그레이트카페
138	커핀그루나루
139	전광수커피
140	주니아
141	정글비
142	카페 꽃이피다
143	마실커피
144	루아 푸푸 커피
145	경성코페
146	데일리오아시스
147	펠어커피
148	파머스빈
149	토리스타특별한커피
150	엘아르카
151	쿠카쿠
152	블루빈스
153	캔카페
154	댄싱컵
155	커피기업
156	점프
157	카페CCD
158	이륜당
159	마린커피
160	cafe65
161	카페희다
162	칠리노
163	진심커피
164	록시드갸토
165	스므으커피
166	커피더캠프
167	커피스토어
168	도노텀블
169	THE더맛있는과일&1L커피
170	빌리브라운
171	다빈치커피
172	무인다방
173	루고
174	스몰굿
175	빈타이
176	마일로
177	히즈빈스
178	아프리카커피초콜릿
179	코페아커피
180	PLAN
181	베이리프커피
182	말리따
183	왓커피
184	컬러인커피
185	카페달링
186	슈퍼사이즈커피
187	OPPA COFFEE
188	아아수혈
189	카페코나퀸즈
190	소디스커피
191	라떼킹
192	수카페24
193	오슬랑
194	디초콜릿커피앤드
195	바리스타비
196	팬도로시
197	루머팡
198	채우다
199	바리스트로
200	올리터
201	카페도헤이왕의커피
202	워너커피
203	장산다방
204	라스베이글
205	스위트제로
206	로반스윗
207	성별 에이유
208	아필코
209	카페홍
210	나리꼬모
211	반할커피
212	데일리에스프레소
213	3X-LARGE COFFEE
214	킹스빈
215	달꽃다방
216	디마노커피
217	봉남동커피
218	디알해쉬커피
219	쿼드커피
220	퀸즈브라운
221	브런치빈
222	고바슨
223	아덴블랑제리
224	메가보틀
225	별난커피
226	후식
227	1LiTER COFFEE
228	데일리커피
229	더드림커피
230	라크리마커피
231	지브릭커피
232	킁킁커피
233	한빵울
234	행님디저트카페
235	카페온유
236	TOP LITER
237	오토카페
238	미콩커피
239	플레어비
240	스프링캔
241	오니와플
242	비커피
243	파란만잔
244	ALI?KENYA?STAR커피
245	라벨스하이디
246	핸드메이드
247	카페16온스
248	크로플로
249	블랙와인커피
250	티블랙
251	벨라빈스커피
252	그림카페
253	헤일리스커피
254	일커피
255	루트비커피
256	카페제곱
257	올리버브라운 카페
258	제이엠티
259	카페606
260	핑퐁커피
261	라붐커피
262	부바스
263	1L 맥스커피
264	맥켄지커피
265	라센다 커피
266	배달의카페
267	아이씨카페
268	145씨오
269	어오케이커피
270	아비아채
271	온리비커피
272	카페다빈치
273	헤이트먼데이
274	미드테이블커피
275	커피스토아
276	영다방
277	카페홀릭
278	소보롱
279	피에스타7커피
280	욤카페
281	테이큰커피
282	플레이스38커피
283	앤더스커피
284	커피빅
285	어보브
286	커피매거진
287	커피볶는집
288	피카커피
289	아몽즈커피
290	카페진리
291	마망카페
292	드립앤더치
293	이삐커피
294	카페투이
295	밀크로지
296	브이카페
297	카페아슬란
298	카페우드진
299	페어런츠
300	피스피스
301	꺼내먹어요
302	두낫디스터브
303	위너스커피
304	카페레게노
305	더카페드림
306	카페브라우니30
307	와커피
308	길테이블
309	커피박스
310	레이지앤코
311	물레
312	롤스커피
313	맥시멈커피
314	차눙
315	나를 위한 하루 날 위한 커피
316	기기커피
317	METCHA
318	카페안시
319	솔솔커피
320	킹사이즈커피
321	쿠오레
322	김준호의대단한커피
323	보니또커피
324	바다CCM커피
325	씨이십칠
326	평화다방
327	드림커피
328	INGS' COFFEE
329	바소카페
330	시티카페
331	라오나카페
332	크렘드마롱
333	카페두지익스프레스
334	트루먼커피
335	마노핀
336	천미리
337	커피펍스
338	바오빙
339	Moku816
340	카페데베르
341	트러스트 스페셜티 커피
342	아이홀릭커피
343	로건커피
344	9 BLOCK
345	이분삼십초커피
346	커피바이브
347	태그1.5커피
348	비거커피
349	엑스엑스 커피메이커
350	조커커피
351	Every Coffee
352	더크로플
353	와드WAD
354	이너리트
355	일월십사일
356	Pause 10'
357	커피볶는시골커피
358	슈퍼브카페
359	디저트부티크엠
360	카페마엔코
361	엠버스커피
362	카페앤스터프
363	핵커피
364	또잇카페
365	카페로즈비카
366	카페 70°C
367	호이안로스터리
368	하이즈커피
369	뿌루밀리
370	벤투스커피
371	하이커피
