1	abc001	2022-07-11 08:55:45
5	abc001	2023-01-07 00:41:16
2	abc001	2022-07-01 04:20:48
5	abc001	2022-05-25 20:39:04
6	abc001	2022-08-30 01:05:43
6	abc001	2022-07-14 06:03:34
4	abc001	2022-03-30 07:09:50
2	abc001	2023-07-08 04:38:37
4	abc001	2022-08-01 23:51:20
7	abc001	2022-06-30 08:03:27
8	abc001	2022-10-25 20:16:55
4	abc001	2022-06-29 07:47:54
5	abc001	2022-08-05 05:29:34
8	abc001	2022-04-26 19:30:15
2	abc001	2023-05-31 01:42:46
4	abc001	2023-07-08 23:07:53
8	abc001	2023-02-10 15:00:41
2	abc001	2022-12-09 11:05:09
2	abc001	2023-02-12 21:09:40
6	abc001	2022-03-30 10:04:51
8	abc001	2022-12-22 13:59:04
0	abc001	2022-12-04 12:57:45
8	abc001	2022-06-30 23:35:09
8	abc001	2022-07-29 21:38:56
4	abc001	2023-01-11 21:23:35
7	abc001	2022-11-28 05:38:41
0	abc001	2022-12-08 20:49:48
0	abc001	2023-07-26 19:46:00
4	abc001	2022-02-11 05:36:23
5	abc001	2023-04-18 12:39:05
7	abc001	2023-07-26 20:40:44
3	abc001	2023-05-05 12:53:27
0	abc001	2022-11-12 00:41:54
5	abc001	2022-09-28 19:08:13
4	abc001	2022-09-13 18:03:49
4	abc001	2022-10-28 08:44:37
7	abc001	2023-04-09 14:33:27
6	abc001	2023-08-18 07:40:49
5	abc001	2022-03-18 03:46:44
5	abc001	2023-06-26 18:27:11
2	abc002	2023-02-17 09:22:26
0	abc002	2022-03-28 23:00:58
5	abc002	2023-08-16 07:13:34
6	abc002	2022-01-17 12:37:51
1	abc002	2023-07-27 03:22:25
1	abc002	2023-05-18 13:20:20
8	abc002	2022-01-14 14:47:48
0	abc002	2023-04-15 08:25:47
0	abc002	2023-07-20 08:13:01
3	abc002	2022-01-11 08:45:54
7	abc002	2022-03-24 06:34:55
5	abc002	2023-01-18 08:18:49
5	abc002	2022-09-05 13:22:34
5	abc002	2022-03-11 13:24:44
7	abc002	2022-05-17 03:08:43
0	abc002	2022-12-15 01:25:48
8	abc002	2023-05-19 13:01:17
3	abc002	2023-04-13 12:41:45
5	abc002	2022-01-08 10:51:52
4	abc002	2022-09-30 02:54:20
1	abc002	2022-10-22 23:24:43
8	abc002	2023-07-12 03:26:11
3	abc002	2022-09-06 10:55:31
0	abc002	2022-09-30 05:40:06
4	abc002	2023-03-03 00:00:30
4	abc002	2022-03-08 05:20:40
2	abc002	2022-12-30 20:23:44
7	abc002	2022-06-24 16:17:34
0	abc002	2022-02-01 11:57:06
0	abc002	2022-04-09 04:32:13
5	abc002	2022-10-18 23:20:25
8	abc002	2023-03-04 22:27:05
7	abc002	2023-07-12 07:54:52
3	abc002	2022-02-11 01:16:02
1	abc002	2022-02-02 10:44:12
2	abc002	2022-01-06 11:15:25
5	abc002	2023-02-04 08:31:41
4	abc002	2022-09-06 14:30:10
8	abc002	2023-01-23 23:19:08
7	abc002	2023-05-06 11:22:04
8	abc003	2022-06-07 10:04:17
2	abc003	2022-01-18 13:32:16
5	abc003	2022-11-20 02:04:50
5	abc003	2022-09-19 08:04:33
5	abc003	2023-03-20 23:37:21
1	abc003	2022-07-19 13:58:00
8	abc003	2022-08-12 14:12:26
2	abc003	2022-05-05 20:34:12
1	abc003	2022-01-16 00:18:57
5	abc003	2022-08-17 10:21:25
3	abc003	2023-07-25 00:22:33
0	abc003	2022-11-15 16:33:49
7	abc003	2023-04-17 20:27:10
5	abc003	2023-04-13 09:58:00
2	abc003	2022-02-05 16:48:32
3	abc003	2022-11-11 20:00:25
2	abc003	2022-04-03 06:59:34
4	abc003	2023-03-07 13:47:48
0	abc003	2023-02-23 05:23:55
5	abc003	2022-12-24 03:44:20
6	abc003	2023-05-03 18:43:12
4	abc003	2023-08-04 05:40:08
3	abc003	2023-07-17 10:33:23
8	abc003	2022-02-15 16:42:00
4	abc003	2022-08-14 23:49:40
1	abc003	2022-01-24 08:30:40
0	abc003	2023-01-26 21:23:53
4	abc003	2022-07-16 06:28:36
8	abc003	2022-02-16 14:07:09
6	abc003	2022-03-28 16:49:35
6	abc003	2023-07-26 10:16:45
7	abc003	2023-05-17 14:16:35
6	abc003	2022-08-16 04:30:18
7	abc003	2023-06-03 02:02:22
1	abc003	2022-10-02 03:35:49
7	abc003	2023-02-18 01:01:47
4	abc003	2022-12-24 08:38:12
5	abc003	2022-09-12 03:26:10
5	abc003	2022-10-27 08:13:09
1	abc003	2022-01-21 11:55:08
1	abc004	2022-02-27 06:21:54
7	abc004	2022-10-08 12:39:20
8	abc004	2023-05-01 05:24:45
3	abc004	2023-05-28 14:53:51
5	abc004	2022-10-12 19:06:48
8	abc004	2023-04-25 21:47:32
3	abc004	2023-04-03 06:37:28
3	abc004	2022-08-17 03:26:56
5	abc004	2022-07-02 13:23:52
5	abc004	2022-12-22 04:57:49
1	abc004	2022-03-04 14:29:32
7	abc004	2023-07-09 02:13:18
5	abc004	2023-04-16 03:28:14
2	abc004	2022-06-06 15:14:41
0	abc004	2023-06-04 04:50:36
0	abc004	2022-04-22 08:46:30
4	abc004	2022-05-31 09:20:31
0	abc004	2023-02-15 06:36:50
3	abc004	2022-06-01 07:59:46
1	abc004	2023-01-06 00:43:11
3	abc004	2023-07-17 19:42:21
0	abc004	2022-05-24 23:30:08
6	abc004	2022-01-25 17:50:19
0	abc004	2022-02-24 09:47:08
5	abc004	2022-11-05 08:28:20
7	abc004	2022-03-14 21:46:48
7	abc004	2023-04-22 22:38:36
4	abc004	2022-10-17 09:25:02
3	abc004	2022-03-28 19:58:52
1	abc004	2023-03-06 05:22:46
8	abc004	2022-03-02 01:29:55
8	abc004	2022-10-03 09:06:13
0	abc004	2022-06-06 20:57:47
8	abc004	2022-09-14 23:08:23
4	abc004	2022-03-31 12:08:14
5	abc004	2023-07-13 20:13:24
7	abc004	2022-01-20 16:06:33
1	abc004	2022-01-18 19:33:31
2	abc004	2022-01-06 17:58:08
8	abc004	2022-11-07 13:42:06
4	abc005	2022-10-10 12:04:48
10	abc005	2022-11-16 00:10:55
9	abc005	2023-07-17 01:49:16
4	abc005	2022-12-12 20:53:04
11	abc005	2023-04-01 11:43:53
3	abc005	2022-05-20 03:24:41
4	abc005	2022-07-04 10:57:59
6	abc005	2023-06-24 17:09:38
7	abc005	2022-04-15 09:05:49
9	abc005	2023-02-28 21:00:28
7	abc005	2023-05-14 17:58:01
10	abc005	2023-06-17 19:23:47
10	abc005	2022-06-03 20:35:44
11	abc005	2022-03-22 05:11:24
3	abc005	2023-04-10 04:39:27
8	abc005	2022-08-18 23:38:53
6	abc005	2022-03-12 10:33:31
6	abc005	2023-06-24 18:18:42
3	abc005	2023-08-12 06:51:21
7	abc005	2022-05-07 13:55:56
9	abc005	2022-05-19 12:44:01
10	abc005	2023-04-15 04:25:29
3	abc005	2023-04-27 09:00:52
9	abc005	2022-03-28 09:29:35
5	abc005	2022-03-11 09:34:09
6	abc005	2023-03-23 15:25:30
11	abc005	2022-08-08 00:36:06
8	abc005	2022-06-03 09:15:33
10	abc005	2023-02-01 11:21:55
8	abc005	2022-12-06 10:02:48
6	abc005	2023-05-24 15:01:29
11	abc005	2023-07-14 01:51:48
11	abc005	2022-04-11 06:52:38
6	abc005	2023-01-19 23:18:49
5	abc005	2022-09-23 17:41:56
6	abc005	2023-06-30 10:09:09
5	abc005	2022-08-17 12:23:51
9	abc005	2022-03-22 06:38:32
4	abc005	2022-01-19 19:11:30
5	abc005	2022-12-10 17:00:08
8	abc006	2023-04-03 17:50:51
8	abc006	2023-07-02 02:18:06
3	abc006	2022-03-24 17:47:39
5	abc006	2022-10-06 23:22:45
7	abc006	2022-03-16 02:57:36
9	abc006	2023-08-08 22:31:50
5	abc006	2022-09-15 21:47:42
3	abc006	2022-04-22 04:15:42
3	abc006	2022-09-17 01:58:36
9	abc006	2023-01-20 20:35:32
4	abc006	2022-12-12 13:17:12
7	abc006	2022-08-03 09:29:03
4	abc006	2022-09-22 16:26:03
10	abc006	2023-01-02 16:56:55
11	abc006	2022-08-04 01:00:13
4	abc006	2023-06-05 17:13:09
7	abc006	2023-06-09 13:26:21
9	abc006	2022-12-07 14:17:27
4	abc006	2022-07-03 22:50:30
3	abc006	2022-04-06 13:16:06
10	abc006	2022-04-29 07:56:20
9	abc006	2022-11-05 08:37:16
5	abc006	2022-05-27 18:32:52
9	abc006	2022-06-03 15:24:13
6	abc006	2023-04-27 23:09:05
11	abc006	2023-08-20 23:31:52
9	abc006	2023-05-26 04:02:15
9	abc006	2022-11-08 19:10:42
3	abc006	2023-07-13 22:35:46
10	abc006	2023-04-01 15:13:04
10	abc006	2023-07-09 04:30:55
9	abc006	2023-08-20 17:34:45
4	abc006	2022-06-07 09:11:13
7	abc006	2022-11-13 15:28:49
10	abc006	2022-12-18 11:22:41
9	abc006	2023-04-24 18:52:44
9	abc006	2022-07-01 08:42:03
6	abc006	2023-01-13 14:46:49
8	abc006	2023-05-16 10:05:09
11	abc006	2023-01-25 17:23:44
4	abc007	2023-06-09 00:40:11
4	abc007	2023-04-25 11:32:50
3	abc007	2022-04-15 02:36:28
7	abc007	2022-10-18 15:06:35
8	abc007	2023-05-30 16:31:07
6	abc007	2023-07-13 12:56:34
5	abc007	2023-04-14 05:01:18
10	abc007	2022-01-16 05:07:06
9	abc007	2023-05-23 05:33:10
9	abc007	2022-12-09 21:41:49
5	abc007	2022-05-10 08:17:29
11	abc007	2023-04-10 00:17:45
4	abc007	2023-06-01 20:55:11
7	abc007	2023-02-22 20:07:11
4	abc007	2023-03-10 20:56:04
5	abc007	2022-07-06 16:27:02
5	abc007	2022-05-13 13:12:55
3	abc007	2022-08-19 23:38:57
9	abc007	2023-05-29 07:32:46
8	abc007	2023-08-15 04:36:29
3	abc007	2023-06-06 01:32:45
6	abc007	2022-04-16 07:37:20
10	abc007	2022-12-21 11:34:48
5	abc007	2022-05-25 00:51:04
10	abc007	2022-04-17 01:02:08
4	abc007	2022-08-24 20:44:10
10	abc007	2022-04-16 07:17:54
4	abc007	2022-04-07 23:44:43
6	abc007	2022-01-29 11:04:57
