abc001	166	3	2022-06-19 04:45:16		2022-06-19 05:45:16
abc001	2	3	2023-06-19 16:12:10		2023-06-19 17:12:10
abc001	166	2	2022-01-15 16:04:12		2022-01-15 17:04:12
abc001	2	1	2022-06-22 18:52:16		2022-06-22 19:52:16
abc001	14698	1	2023-06-12 03:56:23		2023-06-12 04:56:23
abc001	164	2	2022-04-07 07:52:59		2022-04-07 08:52:59
abc001	14508	2	2023-02-17 16:11:07		
abc001	224	3	2023-03-24 12:49:04		2023-03-24 13:49:04
abc001	225	2	2022-04-05 06:59:08		2022-04-05 07:59:08
abc001	164	1	2022-08-06 01:41:30		2022-08-06 02:41:30
abc001	5	2	2022-02-21 02:25:01		2022-02-21 03:25:01
abc001	5	2	2023-01-19 01:43:21		2023-01-19 02:43:21
abc001	225	1	2022-02-05 03:12:49		2022-02-05 04:12:49
abc001	166	1	2022-01-04 08:49:25		2022-01-04 09:49:25
abc001	225	1	2022-12-07 22:38:10		2022-12-07 23:38:10
abc001	224	3	2022-09-15 20:32:47		2022-09-15 21:32:47
abc001	225	2	2022-03-03 15:36:12		2022-03-03 16:36:12
abc001	14508	3	2022-12-05 18:35:38		
abc001	14508	2	2022-06-15 18:46:16		
abc001	225	1	2023-06-18 12:56:12		2023-06-18 13:56:12
abc001	225	1	2023-08-07 10:24:16		2023-08-07 11:24:16
abc001	5	2	2023-07-08 10:56:37		2023-07-08 11:56:37
abc001	164	1	2022-08-13 00:20:01		2022-08-13 01:20:01
abc001	14698	2	2023-01-26 21:45:03		2023-01-26 22:45:03
abc001	14698	3	2023-08-03 10:34:09		2023-08-03 11:34:09
abc001	166	3	2022-10-15 23:49:31		2022-10-16 00:49:31
abc001	5	1	2022-01-07 14:23:05		2022-01-07 15:23:05
abc001	166	3	2023-05-31 12:29:07		2023-05-31 13:29:07
abc001	164	1	2022-04-02 13:08:46		2022-04-02 14:08:46
abc001	5	2	2022-08-25 13:15:01		2022-08-25 14:15:01
abc002	166	2	2023-05-24 13:21:06		2023-05-24 14:21:06
abc002	14508	3	2022-09-01 22:00:44		
abc002	2	2	2022-11-19 22:41:49		2022-11-19 23:41:49
abc002	5	2	2023-04-10 22:38:56		2023-04-10 23:38:56
abc002	14508	2	2023-05-03 12:18:59		
abc002	224	2	2022-06-19 06:26:27		2022-06-19 07:26:27
abc002	5	2	2022-04-23 20:15:57		2022-04-23 21:15:57
abc002	166	1	2022-11-17 18:41:42		2022-11-17 19:41:42
abc002	224	2	2022-08-20 15:43:18		2022-08-20 16:43:18
abc002	164	3	2022-04-15 18:57:24		2022-04-15 19:57:24
abc002	166	3	2022-01-03 13:42:04		2022-01-03 14:42:04
abc002	224	3	2022-04-17 07:42:02		2022-04-17 08:42:02
abc002	225	3	2023-07-10 20:49:05		2023-07-10 21:49:05
abc002	14508	2	2022-04-30 03:37:12		
abc002	166	2	2023-06-30 22:10:44		2023-06-30 23:10:44
abc002	5	2	2022-03-18 05:10:56		2022-03-18 06:10:56
abc002	225	2	2023-06-22 22:39:36		2023-06-22 23:39:36
abc002	14698	2	2022-06-24 09:54:19		2022-06-24 10:54:19
abc002	225	3	2022-08-12 19:16:52		2022-08-12 20:16:52
abc002	224	1	2022-04-07 20:25:43		2022-04-07 21:25:43
abc002	14698	2	2023-06-15 06:58:45		2023-06-15 07:58:45
abc002	164	2	2022-11-08 10:31:18		2022-11-08 11:31:18
abc002	14508	3	2023-05-16 00:48:44		
abc002	166	1	2023-04-26 14:40:07		2023-04-26 15:40:07
abc002	2	1	2023-03-02 21:38:20		2023-03-02 22:38:20
abc002	225	2	2023-08-01 14:44:16		2023-08-01 15:44:16
abc002	5	3	2022-03-07 19:46:36		2022-03-07 20:46:36
abc002	225	2	2023-05-05 01:02:32		2023-05-05 02:02:32
abc002	5	3	2023-05-17 16:52:35		2023-05-17 17:52:35
abc002	14698	3	2022-09-30 23:47:12		2022-10-01 00:47:12
abc003	166	3	2023-08-03 14:32:00		2023-08-03 15:32:00
abc003	5	3	2022-08-31 11:07:24		2022-08-31 12:07:24
abc003	2	2	2022-10-08 08:50:22		2022-10-08 09:50:22
abc003	166	3	2022-02-09 12:38:15		2022-02-09 13:38:15
abc003	166	2	2022-08-30 09:08:17		2022-08-30 10:08:17
abc003	14698	3	2023-01-17 12:38:52		2023-01-17 13:38:52
abc003	14698	1	2022-09-26 11:55:11		2022-09-26 12:55:11
abc003	14508	2	2022-07-06 21:57:53		
abc003	224	1	2022-04-01 18:09:47		2022-04-01 19:09:47
abc003	225	3	2022-08-16 16:08:04		2022-08-16 17:08:04
abc003	166	2	2022-10-16 08:46:44		2022-10-16 09:46:44
abc003	164	3	2022-08-10 10:50:00		2022-08-10 11:50:00
abc003	166	3	2023-04-22 19:51:52		2023-04-22 20:51:52
abc003	14508	2	2023-03-20 18:49:01		
abc003	225	2	2023-06-13 12:27:27		2023-06-13 13:27:27
abc003	164	3	2022-01-21 11:11:34		2022-01-21 12:11:34
abc003	5	2	2022-05-24 22:31:32		2022-05-24 23:31:32
abc003	5	1	2022-07-11 18:52:34		2022-07-11 19:52:34
abc003	5	2	2022-12-14 13:37:57		2022-12-14 14:37:57
abc003	164	3	2022-08-21 18:00:23		2022-08-21 19:00:23
abc003	2	3	2023-03-28 11:38:23		2023-03-28 12:38:23
abc003	5	2	2022-05-10 12:38:28		2022-05-10 13:38:28
abc003	14508	2	2022-09-08 20:36:41		
abc003	164	1	2022-09-11 19:27:50		2022-09-11 20:27:50
abc003	14508	2	2023-01-21 07:57:38		
abc003	225	3	2023-05-25 22:46:55		2023-05-25 23:46:55
abc003	164	1	2022-03-11 03:33:57		2022-03-11 04:33:57
abc003	5	1	2022-06-19 18:27:17		2022-06-19 19:27:17
abc003	5	3	2023-03-22 06:39:30		2023-03-22 07:39:30
abc003	14508	3	2022-10-03 16:17:38		
abc004	164	3	2022-08-11 07:55:23		2022-08-11 08:55:23
abc004	166	3	2022-01-18 11:31:20		2022-01-18 12:31:20
abc004	5	1	2022-03-22 03:10:02		2022-03-22 04:10:02
abc004	225	2	2022-03-21 16:05:02		2022-03-21 17:05:02
abc004	2	3	2022-06-22 22:02:27		2022-06-22 23:02:27
abc004	14508	1	2022-01-10 19:21:56		
abc004	14698	3	2023-01-12 13:07:57		2023-01-12 14:07:57
abc004	166	1	2022-03-13 22:43:36		2022-03-13 23:43:36
abc004	166	2	2023-01-23 02:53:01		2023-01-23 03:53:01
abc004	5	3	2022-03-17 15:28:31		2022-03-17 16:28:31
abc004	5	3	2022-03-11 04:30:52		2022-03-11 05:30:52
abc004	164	2	2022-09-29 13:44:09		2022-09-29 14:44:09
abc004	225	3	2022-08-13 00:42:43		2022-08-13 01:42:43
abc004	224	3	2022-04-07 19:16:24		2022-04-07 20:16:24
abc004	224	3	2022-10-01 00:22:03		2022-10-01 01:22:03
abc004	166	2	2022-01-23 01:25:26		2022-01-23 02:25:26
abc004	166	1	2022-04-17 02:48:12		2022-04-17 03:48:12
abc004	225	3	2022-02-07 02:54:34		2022-02-07 03:54:34
abc004	166	3	2022-07-04 13:00:13		2022-07-04 14:00:13
abc004	224	1	2022-12-30 09:08:28		2022-12-30 10:08:28
abc004	164	1	2022-02-11 14:09:12		2022-02-11 15:09:12
abc004	14508	1	2022-02-18 05:04:22		
abc004	164	2	2022-08-05 17:31:54		2022-08-05 18:31:54
abc004	166	1	2022-12-11 07:35:35		2022-12-11 08:35:35
abc004	2	2	2023-04-18 04:08:03		2023-04-18 05:08:03
abc004	14698	1	2022-08-07 18:02:00		2022-08-07 19:02:00
abc004	224	2	2022-06-06 08:57:41		2022-06-06 09:57:41
abc004	14698	3	2022-02-04 18:57:21		2022-02-04 19:57:21
abc004	166	3	2022-12-23 18:51:56		2022-12-23 19:51:56
abc004	225	3	2022-03-15 22:07:29		2022-03-15 23:07:29
abc005	14509	3	2023-04-01 06:38:03		2023-04-01 07:38:03
abc005	225	1	2022-08-12 02:14:01		2022-08-12 03:14:01
abc005	226	1	2023-02-20 07:53:53		
abc005	226	2	2022-01-11 07:48:46		
abc005	2	3	2022-09-11 09:45:51		2022-09-11 10:45:51
abc005	0	3	2023-01-15 23:40:53		2023-01-16 00:40:53
abc005	0	3	2022-11-08 06:50:14		2022-11-08 07:50:14
abc005	224	1	2022-06-02 15:01:01		2022-06-02 16:01:01
abc005	225	3	2023-07-02 03:33:47		2023-07-02 04:33:47
abc005	14508	2	2022-06-13 22:24:27		2022-06-13 23:24:27
abc005	2	2	2022-08-17 10:51:01		2022-08-17 11:51:01
abc005	225	1	2023-06-06 12:05:17		2023-06-06 13:05:17
abc005	225	1	2023-06-24 09:03:08		2023-06-24 10:03:08
abc005	14509	3	2022-09-21 07:34:08		2022-09-21 08:34:08
abc005	14508	1	2023-08-07 23:05:36		2023-08-08 00:05:36
abc005	14508	3	2022-03-27 00:58:58		2022-03-27 01:58:58
abc005	226	1	2023-02-18 05:47:00		
abc005	0	1	2022-09-17 20:04:55		2022-09-17 21:04:55
abc005	224	1	2023-08-07 10:51:12		2023-08-07 11:51:12
abc005	224	3	2023-04-01 14:46:22		2023-04-01 15:46:22
abc005	224	1	2022-04-02 15:57:36		2022-04-02 16:57:36
abc005	2	3	2022-02-24 16:06:21		2022-02-24 17:06:21
abc005	224	3	2022-03-22 01:54:20		2022-03-22 02:54:20
abc005	224	2	2022-08-27 07:19:40		2022-08-27 08:19:40
abc005	226	3	2022-02-18 10:27:46		
abc005	225	3	2022-01-05 20:26:00		2022-01-05 21:26:00
abc005	226	3	2023-05-23 02:13:35		
abc005	0	1	2023-04-07 21:07:42		2023-04-07 22:07:42
abc005	226	1	2022-05-15 11:09:07		
abc005	2	3	2023-04-08 00:58:23		2023-04-08 01:58:23
abc006	225	1	2022-10-23 01:46:31		2022-10-23 02:46:31
