abc001	0	0	2022-06-19 05:45:16	2022-06-19 05:55:16
abc001	0	0	2023-06-19 17:12:10	2023-06-19 17:22:10
abc001	0	0	2022-01-15 17:04:12	2022-01-15 17:14:12
abc001	0	0	2022-06-22 19:52:16	2022-06-22 20:02:16
abc001	0	0	2023-06-12 04:56:23	2023-06-12 05:06:23
abc001	0	0	2022-04-07 08:52:59	2022-04-07 09:02:59
abc001	0	0	2023-03-24 13:49:04	2023-03-24 13:59:04
abc001	0	0	2022-04-05 07:59:08	2022-04-05 08:09:08
abc001	0	0	2022-08-06 02:41:30	2022-08-06 02:51:30
abc001	0	0	2022-02-21 03:25:01	2022-02-21 03:35:01
abc001	0	0	2023-01-19 02:43:21	2023-01-19 02:53:21
abc001	0	0	2022-02-05 04:12:49	2022-02-05 04:22:49
abc001	0	0	2022-01-04 09:49:25	2022-01-04 09:59:25
abc001	0	0	2022-12-07 23:38:10	2022-12-07 23:48:10
abc001	0	0	2022-09-15 21:32:47	2022-09-15 21:42:47
abc001	0	0	2022-03-03 16:36:12	2022-03-03 16:46:12
abc001	0	0	2023-06-18 13:56:12	2023-06-18 14:06:12
abc001	0	0	2023-08-07 11:24:16	2023-08-07 11:34:16
abc001	0	0	2023-07-08 11:56:37	2023-07-08 12:06:37
abc001	0	0	2022-08-13 01:20:01	2022-08-13 01:30:01
abc001	0	0	2023-01-26 22:45:03	2023-01-26 22:55:03
abc001	0	0	2023-08-03 11:34:09	2023-08-03 11:44:09
abc001	0	0	2022-10-16 00:49:31	2022-10-16 00:59:31
abc001	0	0	2022-01-07 15:23:05	2022-01-07 15:33:05
abc001	0	0	2023-05-31 13:29:07	2023-05-31 13:39:07
abc001	0	0	2022-04-02 14:08:46	2022-04-02 14:18:46
abc001	0	0	2022-08-25 14:15:01	2022-08-25 14:25:01
abc002	0	0	2023-05-24 14:21:06	2023-05-24 14:31:06
abc002	0	0	2022-11-19 23:41:49	2022-11-19 23:51:49
abc002	0	0	2023-04-10 23:38:56	2023-04-10 23:48:56
abc002	0	0	2022-06-19 07:26:27	2022-06-19 07:36:27
abc002	0	0	2022-04-23 21:15:57	2022-04-23 21:25:57
abc002	0	0	2022-11-17 19:41:42	2022-11-17 19:51:42
abc002	0	0	2022-08-20 16:43:18	2022-08-20 16:53:18
abc002	0	0	2022-04-15 19:57:24	2022-04-15 20:07:24
abc002	0	0	2022-01-03 14:42:04	2022-01-03 14:52:04
abc002	0	0	2022-04-17 08:42:02	2022-04-17 08:52:02
abc002	0	0	2023-07-10 21:49:05	2023-07-10 21:59:05
abc002	0	0	2023-06-30 23:10:44	2023-06-30 23:20:44
abc002	0	0	2022-03-18 06:10:56	2022-03-18 06:20:56
abc002	0	0	2023-06-22 23:39:36	2023-06-22 23:49:36
abc002	0	0	2022-06-24 10:54:19	2022-06-24 11:04:19
abc002	0	0	2022-08-12 20:16:52	2022-08-12 20:26:52
abc002	0	0	2022-04-07 21:25:43	2022-04-07 21:35:43
abc002	0	0	2023-06-15 07:58:45	2023-06-15 08:08:45
abc002	0	0	2022-11-08 11:31:18	2022-11-08 11:41:18
abc002	0	0	2023-04-26 15:40:07	2023-04-26 15:50:07
abc002	0	0	2023-03-02 22:38:20	2023-03-02 22:48:20
abc002	0	0	2023-08-01 15:44:16	2023-08-01 15:54:16
abc002	0	0	2022-03-07 20:46:36	2022-03-07 20:56:36
abc002	0	0	2023-05-05 02:02:32	2023-05-05 02:12:32
abc002	0	0	2023-05-17 17:52:35	2023-05-17 18:02:35
abc002	0	0	2022-10-01 00:47:12	2022-10-01 00:57:12
abc003	0	0	2023-08-03 15:32:00	2023-08-03 15:42:00
abc003	0	0	2022-08-31 12:07:24	2022-08-31 12:17:24
abc003	0	0	2022-10-08 09:50:22	2022-10-08 10:00:22
abc003	0	0	2022-02-09 13:38:15	2022-02-09 13:48:15
abc003	0	0	2022-08-30 10:08:17	2022-08-30 10:18:17
abc003	0	0	2023-01-17 13:38:52	2023-01-17 13:48:52
abc003	0	0	2022-09-26 12:55:11	2022-09-26 13:05:11
abc003	0	0	2022-04-01 19:09:47	2022-04-01 19:19:47
abc003	0	0	2022-08-16 17:08:04	2022-08-16 17:18:04
abc003	0	0	2022-10-16 09:46:44	2022-10-16 09:56:44
abc003	0	0	2022-08-10 11:50:00	2022-08-10 12:00:00
abc003	0	0	2023-04-22 20:51:52	2023-04-22 21:01:52
abc003	0	0	2023-06-13 13:27:27	2023-06-13 13:37:27
abc003	0	0	2022-01-21 12:11:34	2022-01-21 12:21:34
abc003	0	0	2022-05-24 23:31:32	2022-05-24 23:41:32
abc003	0	0	2022-07-11 19:52:34	2022-07-11 20:02:34
abc003	0	0	2022-12-14 14:37:57	2022-12-14 14:47:57
abc003	0	0	2022-08-21 19:00:23	2022-08-21 19:10:23
abc003	0	0	2023-03-28 12:38:23	2023-03-28 12:48:23
abc003	0	0	2022-05-10 13:38:28	2022-05-10 13:48:28
abc003	0	0	2022-09-11 20:27:50	2022-09-11 20:37:50
abc003	0	0	2023-05-25 23:46:55	2023-05-25 23:56:55
abc003	0	0	2022-03-11 04:33:57	2022-03-11 04:43:57
abc003	0	0	2022-06-19 19:27:17	2022-06-19 19:37:17
abc003	0	0	2023-03-22 07:39:30	2023-03-22 07:49:30
abc004	0	0	2022-08-11 08:55:23	2022-08-11 09:05:23
abc004	0	0	2022-01-18 12:31:20	2022-01-18 12:41:20
abc004	0	0	2022-03-22 04:10:02	2022-03-22 04:20:02
abc004	0	0	2022-03-21 17:05:02	2022-03-21 17:15:02
abc004	0	0	2022-06-22 23:02:27	2022-06-22 23:12:27
abc004	0	0	2023-01-12 14:07:57	2023-01-12 14:17:57
abc004	0	0	2022-03-13 23:43:36	2022-03-13 23:53:36
abc004	0	0	2023-01-23 03:53:01	2023-01-23 04:03:01
abc004	0	0	2022-03-17 16:28:31	2022-03-17 16:38:31
abc004	0	0	2022-03-11 05:30:52	2022-03-11 05:40:52
abc004	0	0	2022-09-29 14:44:09	2022-09-29 14:54:09
abc004	0	0	2022-08-13 01:42:43	2022-08-13 01:52:43
abc004	0	0	2022-04-07 20:16:24	2022-04-07 20:26:24
abc004	0	0	2022-10-01 01:22:03	2022-10-01 01:32:03
abc004	0	0	2022-01-23 02:25:26	2022-01-23 02:35:26
abc004	0	0	2022-04-17 03:48:12	2022-04-17 03:58:12
abc004	0	0	2022-02-07 03:54:34	2022-02-07 04:04:34
abc004	0	0	2022-07-04 14:00:13	2022-07-04 14:10:13
abc004	0	0	2022-12-30 10:08:28	2022-12-30 10:18:28
abc004	0	0	2022-02-11 15:09:12	2022-02-11 15:19:12
abc004	0	0	2022-08-05 18:31:54	2022-08-05 18:41:54
abc004	0	0	2022-12-11 08:35:35	2022-12-11 08:45:35
abc004	0	0	2023-04-18 05:08:03	2023-04-18 05:18:03
abc004	0	0	2022-08-07 19:02:00	2022-08-07 19:12:00
abc004	0	0	2022-06-06 09:57:41	2022-06-06 10:07:41
abc004	0	0	2022-02-04 19:57:21	2022-02-04 20:07:21
abc004	0	0	2022-12-23 19:51:56	2022-12-23 20:01:56
abc004	0	0	2022-03-15 23:07:29	2022-03-15 23:17:29
abc005	0	0	2023-04-01 07:38:03	2023-04-01 07:48:03
abc005	0	0	2022-08-12 03:14:01	2022-08-12 03:24:01
abc005	0	0	2022-09-11 10:45:51	2022-09-11 10:55:51
abc005	0	0	2023-01-16 00:40:53	2023-01-16 00:50:53
abc005	0	0	2022-11-08 07:50:14	2022-11-08 08:00:14
abc005	0	0	2022-06-02 16:01:01	2022-06-02 16:11:01
abc005	0	0	2023-07-02 04:33:47	2023-07-02 04:43:47
abc005	0	0	2022-06-13 23:24:27	2022-06-13 23:34:27
abc005	0	0	2022-08-17 11:51:01	2022-08-17 12:01:01
abc005	0	0	2023-06-06 13:05:17	2023-06-06 13:15:17
abc005	0	0	2023-06-24 10:03:08	2023-06-24 10:13:08
abc005	0	0	2022-09-21 08:34:08	2022-09-21 08:44:08
abc005	0	0	2023-08-08 00:05:36	2023-08-08 00:15:36
abc005	0	0	2022-03-27 01:58:58	2022-03-27 02:08:58
abc005	0	0	2022-09-17 21:04:55	2022-09-17 21:14:55
abc005	0	0	2023-08-07 11:51:12	2023-08-07 12:01:12
abc005	0	0	2023-04-01 15:46:22	2023-04-01 15:56:22
abc005	0	0	2022-04-02 16:57:36	2022-04-02 17:07:36
abc005	0	0	2022-02-24 17:06:21	2022-02-24 17:16:21
abc005	0	0	2022-03-22 02:54:20	2022-03-22 03:04:20
abc005	0	0	2022-08-27 08:19:40	2022-08-27 08:29:40
abc005	0	0	2022-01-05 21:26:00	2022-01-05 21:36:00
abc005	0	0	2023-04-07 22:07:42	2023-04-07 22:17:42
abc005	0	0	2023-04-08 01:58:23	2023-04-08 02:08:23
abc006	0	0	2022-10-23 02:46:31	2022-10-23 02:56:31
abc006	0	0	2023-02-14 17:11:04	2023-02-14 17:21:04
abc006	0	0	2022-10-06 11:38:24	2022-10-06 11:48:24
abc006	0	0	2022-03-12 16:53:20	2022-03-12 17:03:20
abc006	0	0	2023-06-04 20:49:48	2023-06-04 20:59:48
abc006	0	0	2023-08-13 18:54:51	2023-08-13 19:04:51
abc006	0	0	2023-07-23 12:18:32	2023-07-23 12:28:32
abc006	0	0	2022-11-12 03:23:03	2022-11-12 03:33:03
abc006	0	0	2022-09-26 21:52:08	2022-09-26 22:02:08
abc006	0	0	2023-02-01 09:02:27	2023-02-01 09:12:27
abc006	0	0	2023-07-06 11:54:48	2023-07-06 12:04:48
abc006	0	0	2022-09-18 03:24:55	2022-09-18 03:34:55
abc006	0	0	2022-01-27 19:11:26	2022-01-27 19:21:26
abc006	0	0	2022-02-12 05:59:35	2022-02-12 06:09:35
abc006	0	0	2022-04-21 01:02:39	2022-04-21 01:12:39
abc006	0	0	2022-02-25 15:40:59	2022-02-25 15:50:59
abc006	0	0	2022-09-26 02:51:04	2022-09-26 03:01:04
abc006	0	0	2023-07-15 12:27:07	2023-07-15 12:37:07
abc006	0	0	2022-09-15 08:28:00	2022-09-15 08:38:00
abc006	0	0	2023-03-20 02:41:01	2023-03-20 02:51:01
abc006	0	0	2022-09-30 08:23:04	2022-09-30 08:33:04
abc006	0	0	2022-07-18 23:31:49	2022-07-18 23:41:49
abc006	0	0	2023-05-23 06:33:27	2023-05-23 06:43:27
abc006	0	0	2022-03-18 03:22:54	2022-03-18 03:32:54
abc006	0	0	2023-08-10 03:32:13	2023-08-10 03:42:13
abc006	0	0	2023-08-08 02:36:32	2023-08-08 02:46:32
abc006	0	0	2022-08-06 23:51:23	2022-08-07 00:01:23
abc007	0	0	2022-09-12 03:26:42	2022-09-12 03:36:42
abc007	0	0	2022-09-12 19:35:47	2022-09-12 19:45:47
abc007	0	0	2022-07-22 12:14:11	2022-07-22 12:24:11
abc007	0	0	2023-01-22 22:48:56	2023-01-22 22:58:56
